Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Голос,221,1212,2019-07-01,141,"ТОВ ""Радіо ТТВ""","м. Кропивницький, вул. Медведєва, буд. 1А",39658148,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 25 від 27.06.2019 в т.ч. ПДВ (20%) 1540,00 грн",9240,юридична особа,оплата ефірного часу на радіо
Голос,221,1110,2019-07-01,156,"ТОВ ""Преміум медіа груп","м. Київ, вул. Євгена Коновальця, буд. 32Г, прим. 249",34716807,"+;1110; виготовлення друкованих матеріалів передвиборної агітації згідно рахунку У-4171 від 27.06.19 в т.ч. ПДВ 85212,00 грн",511272,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Голос,221,1211,2019-07-01,157,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"+;1211; оплата ефірного часу на телебаченні згідно рахунку 555 від 25.06.2019 в т.ч. ПДВ 472500,00 грн",2835000,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1211,2019-07-01,168,"ТОВ ""Новий канал""","м. Київ, вул. Тургенєвська, буд. 25",23530545,"+; 1211; оплата ефірного часу на телебаченні згідно з догoвором 1-НК-ВРУ2019 від 21.06.2019 в т.ч. ПДВ (20%) 138240,00",829440,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1211,2019-07-01,167,"ТОВ ""Міжнародна комерційна телерадіокомпанія"" (ICTV)","м. Київ, вул. Паньківська, буд. 11",14323764,"+; 1211; оплата ефірного часу на телебаченні згідно з рахунком №215 від 01.07.2019 В т.ч. ПДВ (20%) 273490,00",1640940,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1212,2019-07-01,166,"ТОВ ""Телерадіокомпанія ""Радіо-Ера""","м. Київ, вул. Кирилівська, буд. 86",30019068,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 183 від 01.07.2019 в т.ч. ПДВ (20%) 7 722,72 грн","46336,32",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-01,165,"ПАТ ""НСТУ""","м. Київ, вул. Мельникова, буд. 42",23152907,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № НТК000000001 від 01.07.2019 в т.ч. ПДВ (20%) 20 588,60 грн","123531,6",юридична особа,оплата ефірного часу на радіо
Голос,221,1120,2019-07-01,164,Кукшина Анна Едуардівна,"м. Київ, вул. Краснова Миколи, буд. 17, кв. 117",,+;1120; виготовлення відеозаписів за рах №1 від 27.06.19 та договору 21/06/2019/П від 2106.19 без ПДВ,222826,ФОП,виготовлення відеозаписів
Голос,221,1211,2019-07-01,163,"ТОВ ""Телеканал СТБ""","м. Київ, вул. Івана Шевцова, буд. 1",20044726,"+; 1211; оплата ефірного часу на телебаченні згідно з рахунком №423 від 01.07.2019 без в т.ч. ПДВ 20% 270810,00 грн",1624860,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1211,2019-07-01,158,"ТОВ ""Телерадіокомпанія ""Україна""","м. Маріуполь, вул. Харлампіївська, буд. 17/52",05744121,"+; 1211; оплата ефірного часу на телебаченні згідно з рахунком №542 від 21.06.2019 в т.ч. ПДВ 333333,34 грн",2000000,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1110,2019-07-03,172,"ТОВ ""РТМ-Україна""","м. Київ, вул. Олега Кошового, буд. 2Б",31282375,"+;1110; виготовлення друкованих матеріалів передвиборної агітації згідно рахунку РТ-0002700 від 03.07.2019, в т.ч. ПДВ (20%) 11255,00",67530,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Голос,221,1211,2019-07-03,170,"ПАТ ""НСТУ""","м. Київ, вул. Мельникова, буд. 42",23152907,"+1211; оплата ефірного часу на телебаченні згідно рахунку НТК0000000016 від 03.07.19,в т.ч. ПДВ (20%) 47752,80","286516,8",юридична особа,оплата ефірного часу на телебаченні
Голос,221,1400,2019-07-03,175,Куранда Валентина Тимофіївна,"м. Запоріжжя, вул. Гоголя, буд. 163А, кв. 100",,"+1400; Рекламні послуги (соціальні мережі) згідно рахунку 01-07 від 01.07.19, Без податку (ПДВ)",1000000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Голос,221,1350,2019-07-03,171,"ТОВ ""РТМ-Україна""","м. Київ, вул. Олега Кошового, буд. 2Б",31282375,"+;1350; розміщення політичної реклами на зовнішньої носіях згідно рахунку РТ-0002703 від 03.07.2019, в т.ч. ПДВ (20%) 86226,40","517358,4",юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Голос,221,1400,2019-07-03,173,"ТОВ ""РТМ-Україна""","м. Київ, вул. Олега Кошового, буд. 2Б",31282375,"+;1400; фонування рекламної кампанії згідно рахунку РТ-0002701 від 03.07.2019, в т.ч. ПДВ (20%) 12720,00",76320,юридична особа,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Голос,221,1211,2019-07-04,176,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"+;1211; оплата ефірного часу на телебаченні згідно рахунку 555 від 25.06.2019, в т.ч. ПДВ (20%) 500000,00",3000000,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1211,2019-07-04,178,"ТОВ ""Міжнародна комерційна телерадіокомпанія"" (ICTV)","м. Київ, вул. Паньківська, буд. 11",14323764,"+; 1211; оплата ефірного часу на телебаченні згідно з рахунком №215 від 01.07.2019, в т.ч. ПДВ (20%) 250000,00",1500000,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1211,2019-07-04,177,"ТОВ ""Телерадіокомпанія ""Україна""","м. Маріуполь, вул. Харлампіївська, буд. 17/52",05744121,"+; 1211; оплата ефірного часу на телебаченні згідно з рахунком №542 від 21.06.2019, в т.ч. ПДВ (20%) 500000,00",3000000,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1211,2019-07-04,180,"ТОВ ""Новий канал""","м. Київ, вул. Тургенєвська, буд. 25",23530545,"+; 1211; оплата ефірного часу на телебаченні згідно з договором 1-НК-ВРУ2019 від 21.06.2019, в т.ч. ПДВ (20%) 150000,00",900000,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1211,2019-07-04,179,"ТОВ ""Телеканал СТБ""","м. Київ, вул. Івана Шевцова, буд. 1",20044726,"+; 1211; оплата ефірного часу на телебаченні згідно з рахунком №423 від 01.07.2019 без в т.ч. ПДВ 20%, в т.ч. ПДВ (20%) 250000,00",1500000,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1110,2019-07-04,184,"ТОВ ""РТМ-Україна""","м. Київ, вул. Олега Кошового, буд. 2Б",31282375,"+;1110; виготовлення друкованих матеріалів передвиборної агітації згідно рахунку РТ-0002700 від 03.07.2019, в т.ч. ПДВ (20%) 2593,33",15560,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Голос,221,1211,2019-07-04,182,"Державне КП ""Телерадіокомпанія ""Ніжинське телебачення""","Чернігівська обл., м. Ніжин, пл. Івана Франка, буд. 1",30941866,"+;1211; оплата ефірного часу на телебаченні згідно рахунку 470 від 02.07.19, Без податку (ПДВ)","5879,4",юридична особа,оплата ефірного часу на телебаченні
Голос,221,1120,2019-07-04,181,Кукшина Анна Едуардівна,"м. Київ, вул. Краснова Миколи, буд. 17, кв. 117",,+;1120; виготовлення відеозаписів за рах №2 від 01.07.19 та договору 21/06/2019/П від 2106.19 без ПДВ,222826,ФОП,виготовлення відеозаписів
Голос,221,1211,2019-07-04,187,"ПрАТ ""Телерадіокомпанія ""Люкс""","м. Львів, пл. Галицька, буд. 15",20765851,"+1211; оплата ефірного часу на телебаченні згідно рахунку ЛВ524 від 03.07.19, в т.ч. ПДВ (20%) 258120,00",1548720,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1400,2019-07-04,186,"ТОВ ""РТМ-Україна""","м. Київ, вул. Олега Кошового, буд. 2Б",31282375,"+;1400; фонування рекламної кампанії згідно рахунку РТ-0002719 від 03.07.2019, в т.ч. ПДВ (20%) 5120,00",30720,юридична особа,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Голос,221,1350,2019-07-04,185,"ТОВ ""РТМ-Україна""","м. Київ, вул. Олега Кошового, буд. 2Б",31282375,"+;1350; розміщення політичної реклами на зовнішньої носіях згідно рахунку РТ-0002715 від 03.07.2019, в т.ч. ПДВ (20%) 44965,70","269794,2",юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Голос,221,1110,2019-07-05,189,"ТОВ ""Октагон-аутдор""","м. Київ, вул. Велика Васильківська, буд. 72, 10 поверх",34729203,"+;1110; виготовлення друкованих матеріалів передвиборної агітації згідно рахунку 2609 від 04.07.2019, в т.ч. ПДВ (20%) 20776,00",124656,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Голос,221,1350,2019-07-05,187,"ТОВ ""Октагон-аутдор""","м. Київ, вул. Велика Васильківська, буд. 72, 10 поверх",34729203,"+;1350; розміщення політичної реклами на зовнішньої носіях згідно рахунку 2602 від 04.07.2019, в т.ч. ПДВ (20%) 148470,00",890820,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Голос,221,1350,2019-07-05,190,"ТОВ ""Преміум медіа груп","м. Київ, вул. Євгена Коновальця, буд. 32Г, прим. 249",34716807,"+;1350; розміщення політичної реклами на зовнішньої носіях згідно рахунку У-4197 від 01.07.19, В т.ч. ПДВ (20%) 9997,78","59986,68",юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Голос,221,1350,2019-07-05,191,"ТОВ ""Преміум медіа груп","м. Київ, вул. Євгена Коновальця, буд. 32Г, прим. 249",34716807,"+;1350; розміщення політичної реклами на зовнішньої носіях згідно рахунку У-4195 від 01.07.19, В т.ч. ПДВ (20%) 941114,97","5646689,8",юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Голос,221,1330,2019-07-08,203,"ТОВ ""Зінтеко""","м. Київ, вул. Шота Руставелі, буд. 15, кв. 12",24926995,"+;1330; оренда обладнання та технічних засобів згідно рахунку СФ-64 від 05.07.19, в т.ч. ПДВ (20%) 65552,10","393312,6",юридична особа,оренда обладнання та технічних засобів для ведення передвиборної агітації
Голос,221,1400,2019-07-08,202,Куранда Валентина Тимофіївна,"м. Запоріжжя, вул. Гоголя, буд. 163А, кв. 100",,"+1400; Рекламні послуги (соціальні мережі) згідно рахунку 01-07 від 01.07.19, без ПДВ",500000,ФОП,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Голос,221,1211,2019-07-08,204,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"+;1211; оплата ефірного часу на телебаченні згідно рахунку 555 від 25.06.2019, в т.ч. ПДВ (20%) 782500,00",4695000,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1211,2019-07-08,205,"ТОВ ""Телерадіокомпанія ""Україна""","м. Маріуполь, вул. Харлампіївська, буд. 17/52",05744121,"+; 1211; оплата ефірного часу на телебаченні згідно з рахунком №542 від 21.06.2019, в т.ч. ПДВ (20%) 892806,67",5356840,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1211,2019-07-08,208,"ТОВ ""Міжнародна комерційна телерадіокомпанія"" (ICTV)","м. Київ, вул. Паньківська, буд. 11",14323764,"+; 1211; оплата ефірного часу на телебаченні згідно з рахунком №215 від 01.07.2019, в т.ч. ПДВ (20%) 138765,00",832590,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1211,2019-07-08,207,"ТОВ ""Телеканал СТБ""","м. Київ, вул. Івана Шевцова, буд. 1",20044726,"+; 1211; оплата ефірного часу на телебаченні згідно з рахунком №423 від 01.07.2019 без в т.ч. ПДВ 20% 126690,00грн",760140,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1211,2019-07-08,206,"ТОВ ""Новий канал""","м. Київ, вул. Тургенєвська, буд. 25",23530545,"+; 1211; оплата ефірного часу на телебаченні згідно з догвором 1-НК-ВРУ2019 від 21.06.2019, в т.ч. ПДВ (20%) 138765,00; в т.ч. ПДВ (20%) 47205,00",283230,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1330,2019-07-08,209,"ПП ""Медіа тек""","м. Київ, вул. Сирецька, буд. 9",41673102,"+;1330; оренда обладнання та технічних засобів згідно рахунку 09 від 19.06.19, без податку (ПДВ)",756220,юридична особа,оренда обладнання та технічних засобів для ведення передвиборної агітації
Голос,221,1212,2019-07-09,261,"Дочірнє підприємство ""Радіостанція ""Нова хвиля""","м. Снятин, вул. Воєводи Коснятина",25065118,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 05/07/1 від 01.07.2019 без ПДВ,240,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,259,"ТОВ ""Комунікаційне агентство ""Сума технологій""","м. Харків, майдан Захисників України, буд. 7/8, прим. 15",38605231,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 35 від 04.07.19, В т.ч. ПДВ (20%) 192,00",1152,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,258,"ТОВ ""Телерадіокомпанія ""Мега-радіо""","м. Київ, вул. Олександра Довженка, буд. 14, оф. 157",30282840,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000016 від 04.07.19, в т.ч. ПДВ (20%) 96,00",576,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,250,"ТОВ ""Контакт-інформ""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",36045376,"+;1212; оплата ефірного часу на радіо за рахунком КІ35 від 04.07.19 в т.ч. ПДВ 155,52 грн.","933,12",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,247,"ТОВ ""Телерадіокомпанія ""Радіо великих доріг""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",32355150,+:;1212; оплата ефірного часу на радіо за рахунком РВ42 від 04.07.19 без ПДВ,"537,6",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,243,"ПП ""Телерадіокомпанія ""Ефір-Р""","м. Київ, вул. Олександра Довженка, буд. 14, оф. 157",22511741,+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-000017 від 04.07.2019 без ПДВ,240,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,242,"ПП ""Радіокомпанія ""Черкаси-вибір""","м. Черкаси, бульв. Шевченка, буд. 195/1",30147008,+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-ВР00010 від 04.07.2019 без ПДВ,960,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,240,"ПП ""Вісма-радіо-ТБ""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",24388823,+;1212; оплата ефірного часу на радіо з рахунком ВС33 від 04.07.19 в т.ч. ПДВ 78.72 грн,"472,32",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,238,"ТОВ ""Телерадіокомпанія ""Белком""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",32276619,"+;1212; оплата ефірного часу на радіо за рахунком БЛ40 від 04.07.19 в т.ч. ПДВ 107,52 грн","645,12",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,233,"ТОВ ""Телерадіокомпанія ""Новий день""","м. Кропивницький, вул. Вʼячеслава Чорновола, буд. 36Б",37298045,+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000051 від 04.07.2019 без ПДВ,960,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,231,"ТОВ ""Телерадіокомпанія ""Класик радіо""","м. Київ, бульв. Тараса Шевченка, буд. 54/1",25515834,"+;1212; оплата ефірного часу на радіо за рахунком № 2 від 05.07.19 в т.ч. ПДВ (20%) 160,00",960,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,226,"ПП ""Телерадіокомпанія ""Центр""","м. Київ, бульв. Тараса Шевченка, буд. 54/1",30042254,+;1212; оплата ефірного часу на радіо за рахунком № 2 від 05.07.12 без ПДВ,480,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,220,"ТОВ ""Радіо ""Всесвіт""","м. Суми, пл. Привокзальна, буд. 9",23295475,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 48 від 04.07.2019 без ПДВ,960,юридична особа,оплата ефірного часу на радіо
Голос,221,1110,2019-07-09,269,"ТОВ ""Гама принт""","м. Київ, вул. Гавела Вацлава, буд. 26",41208722,+;1110; виготовлення друкованих матеріалів передвиборної агітації за рахунком 592 від 05.07.19 в т.ч. ПДВ 37270 грн.,223620,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Голос,221,1212,2019-07-09,268,"ТОВ ""Телерадіокомпанія ""Пілот""","м. Вінниця, вул. Хмельницьке Шосе, буд. 2, кімн. 717",24897584,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000042 від 04.07.2019 в т.ч. ПДВ (20%) 192,00 грн",1152,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,267,"ТОВ ""Телерадіокомпанія ""Спектр""","м. Ромни, вул. Дудіна, буд. 4Г",31834233,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 64 від 05.07.19 без ПДВ,1200,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,266,"ТОВ ""Телерадіокомпанія ""Столиця""","м. Київ, вул. Олександра Довженка, буд. 14, оф. 157",23505665,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 42 від 4.07.2019 в т.ч. ПДВ (20%) 192,00",1152,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,265,"ТОВ ""Телерадіокомпанія ""Пілот-Україна""","м. Одеса, вул. Велика Арнаутська, буд. 15",30376996,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 32 від 08.07.2019 в т.ч. ПДВ (20%) 1670,00",10020,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,264,"ПрАТ ""Наше радіо""","м. Київ, вул. Отто Шмідта, буд. 6",23530551,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 90 від 08.07.2019 в т.ч. ПДВ (20%) 10020,00",60120,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,263,"ТОВ ""Телерадіокомпанія ""НБМ-радіо""","м. Київ, вул. Кирилівська, буд. 104А",34818518,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 77 від 08.07.2019 в т.ч. ПДВ (20%) 10020,00 грн",60120,юридична особа,оплата ефірного часу на радіо
Голос,221,1350,2019-07-09,260,"ТОВ ""Ліфт-альянс""","м. Київ, вул. Полярна, буд. 19, оф. 3",37449688,+;1350; розміщення агітаційних матеріалів в ліфтових кабінах за рах. 51 від 05.07.19 в т.ч. ПДВ 12064 грн,72384,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Голос,221,1340,2019-07-09,257,"ТОВ ""Голден ай""","м. Київ, вул. Ярославів Вал, буд. 13/2Б, оф. 3",42665003,"+;1340; оренда приміщень для зборів громадян для ведення передвиборної агітації, рахунок 1-07 від 04.07.19 без ПДВ",8000,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Голос,221,1212,2019-07-09,256,"ПП ""Телерадіоорганізація ""Софія""","м. Херсон, вул. 49 Гвардійської Дивізії, буд. 16/1",32479351,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 93 від 04.07.2019 в т.ч. ПДВ (20%) 349,44 грн","2096,64",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,255,"ПП ""Телерадіокомпанія ""Подільські комунікації""","м. Ладижин, вул. Процишина, буд. 45, кв. 91",34261211,+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000033 від 05.07.2019 без ПДВ,2880,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,254,"Дочірнє підприємство ""Телерадіокомпанія ""Класик"" ТОВ ""Радіостанція ""Великий луг""","м. Запоріжжя, вул. Олександра Матросова, буд. 8А, оф. 104",36065717,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-39 від 04.07.2019 в т.ч. ПДВ (20%) 560,64 грн","3363,84",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,253,"ТОВ ""Радіомовна компанія ""Армянське радіо-Україна""","м. Київ, вул. Михайла Грушевського, буд. 28/2, прим. 43",31513637,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 31 від 04.07.2019 в т.ч. ПДВ (20%) 539,52 грн","3237,12",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,252,"ТОВ ""Незалежна телерадіокомпанія ""Ірта""","м. Сєвєродонецьк, буд. 13, прим. 410",31530558,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 5-04/07/19 від 04.07.2019 в т.ч. ПДВ (20%) 864,00 грн",5184,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,251,"ПрАТ ""Телерадіокомпанія ""Люкс""","м. Львів, пл. Галицька, буд. 15",20765851,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № ЛВ540 від 04.07.2019 в т.ч. ПДВ (20%) 3 676,80 грн","22060,8",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,249,"ПрАТ ""Телерадіокомпанія ""Люкс""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",23158131,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № КЛ46 від 04.07.2019 в т.ч. ПДВ (20%) 1 820,16 грн","10920,96",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,248,"ТОВ ""Фірма ""Волинь""","м. Київ, вул. Пухівська, буд. 1А",19138008,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 46 від 08.07.2019 в т.ч. ПДВ (20%) 417,50 грн",2505,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,246,"ТОВ ""Фірма ""Волинь""","м. Київ, вул. Пухівська, буд. 1А",19138008,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 45 від 08.07.2019 в т.ч. ПДВ (20%) 306,17 грн",1837,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,245,"Дочірнє підприємство ""Телерадіокомпанія ""Люкс""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",36885235,"+;1212; оплата ефірного часу на радіо за рахунком ДП35 від 04.07.19 в т.ч. ПДВ 539,52 грн","3237,12",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,244,"ТОВ ""Телерадіокомпанія ""Клас""","м. Київ, вул. Івана Мазепи, буд. 10",24821055,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000129 від 04.07.2019 в т.ч. ПДВ (20%) 528,00 грн",3168,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,241,"ТОВ ""Радіо ""Тон""","м. Тернопіль, вул. Камінна, буд. 5, прим. 13",21155577,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000370 від 04.07.2019 в т.ч. ПДВ (20%) 192,00 грн",1152,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,239,"ТОВ ""Телерадіокомпанія ""Унісон плюс""","м. Чернігів, просп. Перемоги, буд. 114",32016577,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000036 від 04.07.2019 в т.ч. ПДВ (20%) 192,00 грн",1152,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,237,"ТОВ ""Радіо ""Шарманка""","м. Київ, бульв. Тараса Шевченка, буд. 54/1",31552351,+;1212; оплата ефірного часу на радіо за рахунком 2 від 05.07.19 в т.ч.ПДВ 320 грн,1920,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,236,"ТОВ ""Українська радіо група""","м. Київ, бульв. Тараса Шевченка, буд. 54/1",31925861,+;1212; оплата ефірного часу на радіо за рахунком 2 від 05.07.19 в т.ч. ПДВ 192 грн,1152,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,235,"ТОВ ""Радіо FM""","м. Київ, вул. Вікентія Хвойки, буд. 15/15",23980419,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000031 від 04.07.2019 в т.ч. ПДВ (20%) 384,00 грн",2304,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,234,"ПП ""Телерадіокомпанія ""Нова хвиля""","м. Київ, бульв. Тараса Шевченка, буд. 54/1",23364928,+;1212; оплата ефірного часу на радіо за рахунком 2 від 05.07.19 в т.ч. ПДВ 960,5760,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,232,"ТОВ ""Телерадіокомпанія ""Нова хвиля""","м. Одеса, вул. Середньофонтанська, буд. 19А, оф. 320",35358531,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 30 від 04.07.2019 в т.ч. ПДВ (20%) 192,00 грн",1152,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,230,"ТОВ ""Телерадіокомпанія ""Ваше радіо""","м. Херсон, парк Ленінського Комсомолу, кафе ""Молодіжне""",24960420,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 82 від 04.07.2019 в т.ч. ПДВ (20%) 192,00 грн",1152,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-09,229,"ТОВ ""Телерадіокомпанія ""Медіа ФМ""","м. Дніпро, вул. Робоча, буд. 23В",33116009,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 04-07-19/001 від 04.07.2019 в т.ч. ПДВ (20%) 192,00 грн",1152,юридична особа,оплата ефірного часу на радіо
