Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Голос,221,1212,2019-06-25,98,"ТОВ ""Радіо ""Всесвіт""","м. Суми, пл. Привокзальна, буд. 9",23295475,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 35 від 24.06.2019,6000,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,87,"ПП ""Телерадіоорганізація ""Софія""","м. Херсон, вул. 49 Гвардійської Дивізії, буд. 16/1",32479351,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 71 від 21.06.2019ґ,"11400,48",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,82,"ПрАТ ""Телерадіокомпанія ""Люкс""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",23158131,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 18 від 21.06.2019,"59382,72",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,81,"ПрАТ ""Телерадіокомпанія ""Люкс""","м. Львів, пл. Галицька, буд. 15",20765851,+; 1212; оплата ефірного часу на радіо згідно з рахунком № ЛВ459 від 21.06.2019,"119955,6",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,79,"ПП ""Телерадіоорганізація ""Булава""","м. Херсон, вул. Радянська, буд. 46",24107725,+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000002 від 21.06.2019,18792,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,77,"ПП ""Телерадіокомпанія ""Центр""","м. Київ, бульв. Тараса Шевченка, буд. 54/1",30042254,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 1 від 21.06.2019,2610,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,74,"ТОВ ""Телерадіокомпанія ""Клас""","м. Київ, вул. Івана Мазепи, буд. 10",24821055,+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000088 від 21.06.2019,17226,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,73,"ТОВ ""Телерадіокомпанія ""Столиця""","м. Київ, вул. Олександра Довженка, буд. 14, оф. 157",23505665,+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000038 від 24.06.2019,6264,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,67,"ПрАТ ""Студія ""Європозитив""","м. Київ, вул. Вишгородська, буд. 28/1",31902360,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 48 від 21.06.2019,11100,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,65,"Дочірнє підприємство ""Телерадіоорганізація ""Довіра""","м. Київ, вул. Бастіонна, буд. 15",24735255,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 61 від 21.06.2019,8880,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,107,"ТОВ ""Телерадіокомпанія ""Медіа ФМ""","м. Дніпро, вул. Робоча, буд. 23В",33116009,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 24-06-19/001 від 24.06.2019,7200,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,106,"ПП ""Фірма ""Лямін""","м. Київ, вул. Павлівська, буд. 29, кімн. 30",19488636,+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000299 від 24.06.2019,93600,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,104,"ТОВ ""Телерадіокомпанія ""Музично-інформаційне радіо""","м. Миколаїв, вул. Інженерна, буд. 18/1",33969097,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 89 від 24.06.2019,7200,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,101,"ТОВ ""Телерадіокомпанія ""Пілот""","м. Вінниця, вул. Хмельницьке Шосе, буд. 2, кімн. 717",24897584,+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000031 від 24.06.2019,7200,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,99,"ТОВ ""Телерадіокомпанія ""Ваше радіо""","м. Херсон, парк Ленінського Комсомолу, кафе ""Молодіжне""",24960420,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 73 від 24.06.2019,7200,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,95,"ТОВ ""Телерадіокомпанія ""Радіо ""Кохання""","м. Київ, вул. Павлівська, буд. 29, кімн. 23",31451403,+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000219 від 24.06.2019,86400,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,94,"ТОВ ""Радіо ""Тернопіль""","м. Київ, вул. Сімʼї Хохлових, буд. 15А, кв. 127",22604052,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 57 від 24.06.2019,7200,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,91,"ТОВ ""Телерадіокомпанія ""Белком""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",32276619,+; 1212; оплата ефірного часу на радіо згідно з рахунком № БЛ29 від 21.06.2019,"3507,84",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,89,"ТОВ ""Незалежна телерадіокомпанія ""Ірта""","м. Сєвєродонецьк, просп. Гвардійський, буд. 13, прим. 410",31530558,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 2-21/06/19 від 21.06.2019,28188,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,88,"ПП ""Телерадіокомпанія ""Подільські комунікації""","м. Ладижин, вул. Процишина, буд. 45, кв. 91",34261211,+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000018 від 21.06.2019,15660,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,86,"ПП ""Вісма-радіо-ТБ""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",24388823,+; 1212; оплата ефірного часу на радіо згідно з рахунком № ВС22 від 21.06.2019,"2568,24",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,85,"Дочірнє підприємство ""Телерадіокомпанія ""Люкс""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",36885235,+; 1212; оплата ефірного часу на радіо згідно з рахунком № ДП23 від 21.06.2019,"17601,84",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,84,"ТОВ ""Телерадіокомпанія ""Радіо великих доріг""","м. Київ, вул. Володимирська, буд. 61/11, кв. 50",32355150,+; 1212; оплата ефірного часу на радіо згідно з рахунком № РВ31 від 21.06.2019,"2923,2",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,78,"ПП ""Телерадіокомпанія ""Нова хвиля""","м. Київ, бульв. Тараса Шевченка, буд. 54/1",23364928,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 1 від 21.06.2019,15660,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,75,"ТОВ ""Українська радіо група""","м. Київ, бульв. Тараса Шевченка, буд. 54/1",31925861,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 1 від 21.06.2019,6264,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,72,"ПП ""Телерадіокомпанія ""Ефір-Р""","м. Київ, вул. Олександра Довженка, буд. 14, оф. 157",22511741,+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-000014 від 24.06.2019,1305,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,71,"ТОВ ""Телерадіокомпанія ""Мега-радіо""","м. Київ, вул. Олександра Довженка, буд. 14, оф. 157",30282840,+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000013 від 24.06.2019,3132,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,70,"ТОВ ""Телерадіокомпанія ""Спектр""","м. Ромни, вул. Дудіна, буд. 4Г",31834233,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 52 від 21.06.2019,5220,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,69,"Дочірнє підприємство ""Радіостанція ""Нова хвиля""","м. Снятин, вул. Воєводи Коснятина",25065118,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 21/06/1 від 24.06.2019,1305,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,66,"ТОВ ""Телерадіокомпанія ""Пілот-Україна""","м. Одеса, вул. Велика Арнаутська, буд. 15",30376996,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 22 від 21.06.2019,4440,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,64,"ТОВ ""Телерадіокомпанія ""ТЕТ-Полтава""","м. Полтава, вул. Шведська, буд. 2, кім. 323",24566344,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 14 від 21.06.2019,11544,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,61,"Дочірнє підприємство ""Новий обрій""","м. Київ, вул. Івана Шевцова, буд. 1",37470683,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 30 від 21.06.2019,32560,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,59,"ТОВ ""Радіо ""Маяк""","м. Одеса, вул. Фонтанська дорога, буд. 33",40948856,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 46 від 24.06.2019,"5949,6",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,49,"ТОВ ""Радіомовна компанія ""Армянське радіо-Україна""","м. Київ, вул. Михайла Грушевського, буд. 28/2, прим. 43",31513637,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 18 від 21.06.2019,"17601,84",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,108,"ТОВ ""Телерадіокомпанія ""Новий день""","м. Кропивницький, вул. Вʼячеслава Чорновола, буд. 36Б",37298045,+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000035 від 24.06.2019,6000,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,103,"ТОВ ""Телерадіокомпанія ""Нова хвиля""","м. Одеса, вул. Середньофонтанська, буд. 19А, оф. 320",35358531,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 28 від 24.06.2019,7200,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,97,"ТОВ ""Телерадіокомпанія ""Класик радіо""","м. Київ, вул. Павлівська, буд. 29, кв. 33",35946731,+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000035 від 24.06.2019,21600,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,76,"ТОВ ""Радіо ""Шарманка""","м. Київ, бульв. Тараса Шевченка, буд. 54/1",31552351,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 1 від 21.06.2019,10440,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,62,"ПрАТ ""Наше радіо""","м. Київ, вул. Отто Шмідта, буд. 6",23530551,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 58 від 21.06.2019,26640,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,60,"ТОВ ""Радіокомпанія ""Українсько-польське радіо ""Співдружність""","м. Дніпро, вул. Старокозацька, буд. 48, оф. 215-216",38894126,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 33 від 24.06.2019,8880,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,58,"ПрАТ ""Телерадіокомпанія ""Євростудія""","м. Маріуполь, просп. Леніна, буд. 68",24161825,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 76 від 21.06.2019,7400,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,55,"ТОВ ""Фірма ""Волинь""","м. Київ, вул. Пухівська, буд. 1А",19138008,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 31 від 21.06.2019,1110,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,53,"ТОВ ""Телерадіокомпанія ""НБМ-радіо""","м. Київ, вул. Кирилівська, буд. 104А",34818518,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 51 від 21.06.2019,26640,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-06-25,52,"ТОВ ""Радіо ТТВ""","м. Кропивницький, вул. Медведєва, буд. 1А",39658148,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 22 від 24.06.2019,8880,юридична особа,оплата ефірного часу на радіо
Голос,221,1310,2019-06-26,114,Чиж Олександр Миколайович,"м. Київ, вул. Межова, буд. 23Б, кв. 51",,"+1310; транспортні послуги, Рахунок №041 від 26.06.19 в т.ч. ПДВ 112220 грн",673200,ФОП,"транспортні послуги для реалізації заходів передвиборної агітації (перевезення матеріалів передвиборної агітації, технічних засобів та обладнання для ведення передвиборної агітації, а також інших матеріалів, пов’язаних з передвиборною агітацією)"
Голос,221,1310,2019-06-26,115,Ступак Олександр Сергійович,"м. Київ, вул. Алма-Атинська, буд. 39Е, кв. 92",,"+1310; транспортні послуги, Рахунок №049 від 26.06.19 в т.ч. без ПДВ",629000,ФОП,"транспортні послуги для реалізації заходів передвиборної агітації (перевезення матеріалів передвиборної агітації, технічних засобів та обладнання для ведення передвиборної агітації, а також інших матеріалів, пов’язаних з передвиборною агітацією)"
Голос,221,1120,2019-06-26,110,"ТОВ ""Медіа сервіс ресурс""","м. Київ, вул. Червонопартизанська, буд. 21, оф. 4",34579126,"+; 1120; виготовлення відеозаписів за Договором 200619/Г/1 від 20.06.2019 в т.ч. ПДВ 8997,37грн","53984,2",юридична особа,виготовлення відеозаписів
Голос,221,1110,2019-06-26,117,"ТОВ ""Преміум медіа груп","м. Київ, вул. Євгена Коновальця, буд. 32Г, прим. 249",34716807,"+;1110; виготовлення друкованих матеріалів передвиборної агітації згідно рахунку У-3971 від 20.06.19 в т.ч. ПДВ 29054,00",174324,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Голос,221,1350,2019-06-26,116,"ТОВ ""Преміум медіа груп","м. Київ, вул. Євгена Коновальця, буд. 32Г, прим. 249",34716807,"+;1350; розміщення політичної реклами на зовнішньої носіях згідно рахунку У-3806 від 20.06.19, в т. ч. 302878,48 грн.","1817270,88",юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Голос,221,1130,2019-06-26,112,"ТОВ ""Медіа сервіс ресурс""","м. Київ, вул. Червонопартизанська, буд. 21, оф. 4",34579126,"+;1130; виготовлення аудіозаписів за договором 200619/Г/1 от 20.06.2019, рах 12 від 20.06.2019 в т.ч. ПДВ 16562,16 грн","99372,94",юридична особа,виготовлення аудіозаписів
Голос,221,1211,2019-06-27,119,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"+;1211; оплата ефірного часу на телебаченні згідно рахунку 555 від 25.06.2019 до договору №ВР-4 від 21.06.2019, в т.ч. ПДВ 753300,00грн.",4519800,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1110,2019-06-27,124,"ТОВ ""Гама принт""","м. Київ, вул. Гавела Вацлава, буд. 26",41208722,+;1110; виготовлення друкованих матеріалів передвиборної агітації за рахунком 559 від 27.06.19,681915,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Голос,221,1110,2019-06-27,123,"ТОВ ""Бренд диктатор""","м. Київ, просп. Леся Курбаса, буд. 2Б",42764373,+;1110; виготовлення друкованих матеріалів передвиборної агітації за рахунком 5 від 26.06.19,1433169,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Голос,221,1211,2019-06-27,121,"ТОВ ""Телерадіокомпанія ""Україна""","м. Маріуполь, вул. Харлампіївська, буд. 17/52",05744121,+; 1211; оплата ефірного часу на телебаченні згідно з рахунком №542 від 21.06.2019,4282848,юридична особа,оплата ефірного часу на телебаченні
Голос,221,1212,2019-07-01,162,"ТОВ ""Фірма ""Волинь""","м. Київ, вул. Пухівська, буд. 1А",19138008,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 39 від 27.06.2019 в т.ч. ПДВ (20%) 141,17 грн",847,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-01,161,"Дочірнє підприємство ""Телерадіоорганізація ""Довіра""","м. Київ, вул. Бастіонна, буд. 15",24735255,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 66 від 27.06.2019 в т.ч. ПДВ (20%) 1 540,00 грн",9240,юридична особа,оплата ефірного часу на радіо
Голос,221,1110,2019-07-01,160,Кішка Іван Васильович,"Київська обл., Обухівський р-н, с. Нещерів, вул. Івушки, буд. 20",,+;1110; виготовлення банеру згідно рахунку 137 від 24.06.2019 р.,1825,ФОП,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Голос,221,1212,2019-07-01,155,"Дочірнє підприємство ""Новий обрій""","м. Київ, вул. Івана Шевцова, буд. 1",37470683,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 37 від 27.06.2019 в т.ч. ПДВ (20%) 5 646,67 грн",33880,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-01,154,"ПрАТ ""Студія ""Європозитив""","м. Київ, вул. Вишгородська, буд. 28/1",31902360,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 50 від 27.06.2019 в т.ч. ПДВ (20%) 1 925,00 грн",11550,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-01,153,"ПрАТ ""Телерадіокомпанія ""Євростудія""","м. Маріуполь, просп. Леніна, буд. 68",24161825,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 79 від 27.06.2019 в т.ч. ПДВ (20%) 1 283,33 грн",7700,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-01,152,"ПП ""Телерадіомовна компанія ""Аллюр""","м. Кременчук, вул. Маяковського, буд. 7",30205038,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № СФ-0000051 від 27.06.2019 в т.ч. ПДВ (20%) 924,00 грн",5544,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-01,151,"ТОВ ""Фірма ""Волинь""","м. Київ, вул. Пухівська, буд. 1А",19138008,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 40 від 27.06.2019 в т.ч. ПДВ (20%) 192,50 грн",1155,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-01,150,"Дочірнє підприємство ""Радіостанція ""Зоря""","м. Київ, вул. Кирилівська, буд. 104А",25484192,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 29 від 27.06.2019 в т.ч. ПДВ (20%) 256,67 грн",1540,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-01,149,"ТОВ ""Радіо ""Маяк""","м. Одеса, вул. Фонтанська дорога, буд. 33",40948856,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 49 від 27.06.2019,"6190,8",юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-01,148,"ТОВ ""Радіокомпанія ""Українсько-польське радіо ""Співдружність""","м. Дніпро, вул. Старокозацька, буд. 48, оф. 215-216",38894126,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 34 від 27.06.2019,9240,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-01,147,"ТОВ ""Телерадіокомпанія ""Радіо 50""","м. Харків, просп. Гагаріна, буд. 1",30988520,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 9 від 27.06.2019 в т.ч. ПДВ 770 грн,4620,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-01,146,"ТОВ ""Телерадіокомпанія ""Пріоритет""","м. Кременчук, вул. Переяславська, буд. 55А",30244915,"+; 1212; оплата ефірного часу на радіо згідно з рахунком № 201 від 27.06.2019 в т.ч. ПДВ (20%) 1 232,00 грн",7392,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-01,145,"ТОВ ""Телерадіокомпанія ""Пілот-Україна""","м. Одеса, вул. Велика Арнаутська, буд. 15",30376996,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 24 від 27.06.2019 в т.ч. ПДВ 770 грн,4620,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-01,144,"ТОВ ""Телерадіокомпанія ""НБМ-радіо""","м. Київ, вул. Кирилівська, буд. 104А",34818518,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 56 від 27.06.2019 в т.ч. ПДВ 4620 грн,27720,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-01,143,"ПрАТ ""Наше радіо""","м. Київ, вул. Отто Шмідта, буд. 6",23530551,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 65 від 27.06.2019,27720,юридична особа,оплата ефірного часу на радіо
Голос,221,1212,2019-07-01,142,"ТОВ ""Телерадіокомпанія ""ТЕТ-Полтава""","м. Полтава, вул. Шведська, буд. 2, кім. 323",24566344,+; 1212; оплата ефірного часу на радіо згідно з рахунком № 16 від 27.06.2019,12012,юридична особа,оплата ефірного часу на радіо
