Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Радикальна партія Олега Ляшка,221,1220,2019-07-02,107,"ТОВ ""Володимирецький вісник""","Рівненська обл., Володимирецький р-н, смт Володимирець, вул. Шкільна, буд. 19А",38184974,+;1220;Публікація агіт. матеріалів у друкованих засобах масової інформації згідно рахунку№202 від 26.06.2019 без ПДВ,2800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-02,108,"ТОВ ""Редакція газети ""Вісник Кореччини""","Рівненська обл., Корецький р-н, м. Корець, пл. Київська, буд. 5",36788904,+;1220;Публікація агіт. матеріалів у друкованих засобах масової інформації згідно рахунку№89 від 27.06.2019 без ПДВ,2800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-02,109,"ПП ""Редакція газети ""Вісник Демидівщини""","Рівненська обл., Демидівський р-н, смт Демидівка, пров. Новий, буд. 2",23308574,+;1220;Публікація агіт. матеріалів у друкованих засобах масової інформації згідно рахунку№107 від 26.06.2019 без ПДВ,2720,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1211,2019-07-02,110,"ТОВ ""Телерадіокомпанія ""Рівне-1""","м. Рівне, вул. Данила Галицького, буд. 19, оф. 701",22573340,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком№2606/К/1 від 26.06.2019у т.ч.ПДВ 20%-5766,67",34600,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1110,2019-07-02,111,Пижова О.З.,"Дніпропетровська обл., м. Дніпро, вул. МАНДРИКІВСЬКА, буд. 173, кв. 15",,+;1110;виготовлення друкованих матеріалів передвиборної агітації зг. рах.№142 від 20.06.2019 без ПДВ,72865,ФОП,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Радикальна партія Олега Ляшка,221,1211,2019-07-02,117,"ТОВ ""Медіа-проспект""","Житомирська обл., м. Житомир, вул. ВЕЛИКА БЕРДИЧІВСЬКА, буд. 72",38500053,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №113 від 02.07.2019 в т.ч.ПДВ20%2000,00",12000,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1110,2019-07-02,112,"ТОВ ""Преміум медіа груп""","м. Київ, вул. ЄВГЕНА КОНОВАЛЬЦЯ, буд. 32 Г, приміщення 249",34716807,"+;1110;виготовлення друкованих матеріалів передвиборної агітації зг. рах.№У-3968 від 24.06.2019 в т.ч.ПДВ20%-4605,00",27630,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Радикальна партія Олега Ляшка,221,1350,2019-07-02,113,"ТОВ ""Преміум медіа груп""","м. Київ, вул. ЄВГЕНА КОНОВАЛЬЦЯ, буд. 32 Г, приміщення 249",34716807,"+;1350;Розміщення друкованих агітаційних матеріалів чи політ.реклами на носіях зовнішньої реклами зг. рах.№У-3824 від21.06.2019 в т.ч.ПДВ20%-56660,08","339960,48",юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Радикальна партія Олега Ляшка,221,1350,2019-07-02,114,"ТОВ ""Мегаполіс інвест плюс""","Харківська обл., м. Харків, вул. ДОСТОЄВСЬКОГО, буд. 5",36456228,"+;1350;Розміщення друкованих агітаційних матеріалів чи політ.реклами на носіях зовнішньої реклами зг. рах.№МИП0003134 від 24.06.2019 в т.ч.ПДВ20%-83320,88","499925,27",юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Радикальна партія Олега Ляшка,221,1350,2019-07-02,115,"ТОВ ""Мегаполіс інвест плюс""","Харківська обл., м. Харків, вул. ДОСТОЄВСЬКОГО, буд. 5",36456228,"+;1350;Розміщення друкованих агітаційних матеріалів чи політ.реклами на носіях зовнішньої реклами зг. рах.№У-3133 від 24.06.2019 в т.ч. ПДВ20%47438,11","284628,65",юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Радикальна партія Олега Ляшка,221,1350,2019-07-02,116,"ТОВ ""Преміум медіа груп""","м. Київ, вул. ЄВГЕНА КОНОВАЛЬЦЯ, буд. 32 Г, приміщення 249",34716807,"+;1350;Розміщення друкованих агітаційних матеріалів чи політ.реклами на носіях зовнішньої реклами зг. рах.№У-4179 від21.06.2019 в т.ч.ПДВ20%17804,04","106824,24",юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Радикальна партія Олега Ляшка,221,1350,2019-07-04,120,"ТОВ ""Рубі Консалтинг""","м. Київ, вул. ЦИТАДЕЛЬНА, буд. 5/9, кв. 28",34351121,"+;1350;Розміщення друкованих агітаційних матеріалів чи політ.реклами на носіях зовнішньої реклами зг.рах.№7 від 02.07.2019 в т.ч.ПДВ20%-140628,83",843773,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Радикальна партія Олега Ляшка,221,1220,2019-07-04,121,"ТОВ ""ЄВРОПЕЙСЬКИЙ ШЛЯХ""","м. Київ, вул. ПРОМИСЛОВА, буд. 2",32823573,+;1220;надання друкованої площі для розміщення матеріалів передвиб.агітації в газеті згідно рахунку №132 від 01.07.2019 без ПДВ,77280,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1350,2019-07-04,122,"ТОВ ""Рубі Консалтинг""","м. Київ, вул. ЦИТАДЕЛЬНА, буд. 5/9, кв. 28",34351121,"+;1350;Розміщення друкованих агітаційних матеріалів чи політ.реклами на носіях зовнішньої реклами зг. рах.№8 від 03.07.2019 в т.ч.ПДВ20%17940,00",107640,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Радикальна партія Олега Ляшка,221,1110,2019-07-04,123,"ТОВ ""ПРОДАКШН ЮА""","м. Київ, вул. ЯРОСЛАВІВ ВАЛ, буд. 33Б",39572380,+;1110;за виготовлення друкованих матеріалів передвиборчої агітації (листівка) зг. рах.№12 від 20.06.2019 без ПДВ,9240,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Радикальна партія Олега Ляшка,221,1110,2019-07-04,124,"ТОВ ""ПРОДАКШН ЮА""","м. Київ, вул. ЯРОСЛАВІВ ВАЛ, буд. 33Б",39572380,+;1110;за виготовлення друкованих матеріалів передвиборчої агітації (листівка) зг. рах.№11 від 20.06.2019 без ПДВ,23520,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Радикальна партія Олега Ляшка,221,1110,2019-07-04,125,"ТОВ ""ПРОДАКШН ЮА""","м. Київ, вул. ЯРОСЛАВІВ ВАЛ, буд. 33Б",39572380,+;1110;за виготовлення друкованих матеріалів передвиборчої агітації (листівка) зг. рах.№13 від 20.06.2019 без ПДВ,31040,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Радикальна партія Олега Ляшка,221,1211,2019-07-04,126,"КП ""Телерадіокомпанія ""Перший Західний""","Львівська обл., м. Львів, вул. ПІДВАЛЬНА, буд. 3",31074340,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №156 від 02.07.2019 у т.ч.ПДВ 20%-6000,00",36000,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,127,"ТОВ ""ТРК ""Союз-ТВ""","м. Житомир, просп. Миру, буд. 11, кв. 158",25304801,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №2/3 від 02.07.2019 у т.ч.ПДВ 20%-2192,00",13152,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,128,"ПП ""НТА-Незалежне телевізійне агентство""","Львівська обл., м. Львів, вул. ВИННИЧЕНКА, буд. 6",30053161,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №82 від 02.07.2019 у т.ч.ПДВ 20%-3000,00",18000,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,129,"ТОВ ТРК""ІЛЬДАНА""","Черкаська обл., м. Черкаси, вул. БЛАГОВІСНА, буд. 189",22807803,+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №4 від 02.07.2019 без ПДВ,10314,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1120,2019-07-04,130,"ТОВ ТРК""ІЛЬДАНА""","Черкаська обл., м. Черкаси, вул. БЛАГОВІСНА, буд. 189",22807803,+;1120;Оплата за виготовлення видеозаписів зг. рах.№3 від 02.07.2019 без ПДВ,7200,юридична особа,виготовлення відеозаписів
Радикальна партія Олега Ляшка,221,1212,2019-07-04,131,"ТОВ ""ТРК ""Галичина""","Львівська обл., м. Львів, ПЛОЩА СОБОРНА, буд. 12, кв. 5",36610255,"+;1212;Оплата ефірного часу на радіо згідно з рахунком №151 від 02.07.2019 в т.ч.ПДВ20%-1800,00",10800,юридична особа,оплата ефірного часу на радіо
Радикальна партія Олега Ляшка,221,1220,2019-07-04,132,"ПП ""Редакція газети ""Тальнівщина""","Черкаська обл., Тальнівський р-н, м. Тальне, вул. ГАГАРІНА, буд. 4",34522445,+;1220;Публікація агіт. матеріалів у друкованих засобах масової інформації згідно рахунку№53 від 02.07.2019 без,4000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1120,2019-07-04,133,"ТОВ ""Телерадіокомпанія ""Вікка""","Черкаська обл., м. Черкаси, вул. ЮРІЯ ІЛЛЄНКА, буд. 27",21385292,"+;1120;Оплата за виготовлення видеозаписів зг. рах.№691 від 02.07.2019 в т.ч.ПДВ20%-1233,33",7400,юридична особа,виготовлення відеозаписів
Радикальна партія Олега Ляшка,221,1211,2019-07-04,134,"ТОВ ""Телерадіокомпанія ""Вікка""","Черкаська обл., м. Черкаси, вул. ЮРІЯ ІЛЛЄНКА, буд. 27",21385292,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №692 від 02.07.2019 в т.ч.ПДВ20%-2400,00",14400,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,137,"КП ""ТК ""Прилуки""","Чернігівська обл., м. Прилуки, вул. Київська, буд. 192",22819278,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №84 від 01.07.2019 в т.ч.ПДВ20%-2064,82","12388,9",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,138,"ТОВ ""Телерадіокомпанія ""ТІМ""","Чернігівська обл., м. Прилуки, вул. Юрія Коптєва, буд. 10, кв. 34",31525773,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №190 від 03.07.2019 в т.ч.ПДВ20%-1717,50",10305,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,139,"ПАТ ""НСТУ""","м. Київ, вул. Мельникова, буд. 42",23152907,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком№191від 24.06.2019 ут.ч.ПДВ 20%-24580,83",161579,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,140,"ТОВ ""Телерадіокомпанія ""Студія 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №557 від 26.06.2019 у т.ч.ПДВ 20%1220400,00",7322400,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,141,"ТОВ ""Інтер реклама центр""","м. Київ, вул. Воровського, буд. 22А",30524103,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №105 від 21.06.2019 у т.ч.ПДВ 20%796062,00",4776372,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,142,"ТОВ ""Інтер реклама центр""","м. Київ, вул. Воровського, буд. 22А",30524103,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком№107від 21.06.2019 ут.ч.ПДВ 20%209214,00",1255284,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,143,"ТОВ ""Рєал істейт-ТВ""","м. Київ, вул. Кирилівська, буд. 23",35405350,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №69від 26.06.2019 у т.ч.ПДВ20%92747,22","556483,32",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,144,"ТОВ ""Гравіс-кіно""","м. Київ, вул. Кирилівська, буд. 23",36257228,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком№331від 26.06.2019 ут.ч.ПДВ 20%92747,22","556483,32",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,145,"ТОВ ""Інтер реклама центр""","м. Київ, вул. Воровського, буд. 22А",30524103,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком№109від 21.06.2019 ут.ч.ПДВ 20%80490,00",482940,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,146,"ТОВ ""Компанія ІРТК ""Тор""","м. Київ, вул. Кирилівська, буд. 23",19384641,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №39 від 26.06.2019 у т.ч.ПДВ 20%378,26","2269,56",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,147,"ТОВ ""Так ТВ+""","м. Київ, вул. Кирилівська, буд. 23",37701196,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №41 від 26.06.2019 у т.ч.ПДВ 20%378,26","2269,56",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,148,"ТОВ ""ТРК ""Алекс ТВ""","м. Київ, вул. Кирилівська, буд. 23",31036723,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №69 від 26.06.2019 у т.ч.ПДВ 20%378,26","2269,56",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,149,"ТОВ ""Телекомпанія ""Приват ТБ Дніпро""","м. Дніпро, вул. Набережна Перемоги, буд. 50",23376587,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №32 від 26.06.2019 у т.ч.ПДВ 20%378,26","2269,56",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,150,"ТОВ ""ТРК ""S-ТЕТ""","м. Київ, вул. Кирилівська, буд. 23",31645208,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №39 від 26.06.2019 у т.ч.ПДВ 20%378,26","2269,56",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,151,"ТОВ ""Телекомпанія ""ТБ Стимул""","м. Київ, вул. Кирилівська, буд. 23",30462482,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №39 від 26.06.2019 у т.ч.ПДВ 20%378,26","2269,56",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1120,2019-07-04,152,"КП ""ТК ""Прилуки""","Чернігівська обл., м. Прилуки, вул. Київська, буд. 192",22819278,"+;1120;Оплата за вигоровлення відеозаписів згідно з рахунком №90 від 03.07.2019 у т.ч.ПДВ 20%378,26",1452,юридична особа,виготовлення відеозаписів
Радикальна партія Олега Ляшка,221,1211,2019-07-04,153,"КП ""ТК ""Прилуки""","Чернігівська обл., м. Прилуки, вул. Київська, буд. 192",22819278,+;1120;Оплата за вигоровлення відеозаписів згідно з рахунком №90 від 03.07.2019 у т.ч.ПДВ,"11782,98",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-04,154,"ТОВ ""Телерадіокомпанія ""ТІМ""","Чернігівська обл., м. Прилуки, вул. Юрія Коптєва, буд. 10, кв. 34",31525773,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №188 від 03.07.2019 в т.ч.ПДВ20%-2178,00",13068,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-05,155,"ТОВ ""Телерадіокомпанія ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №600 від 04.07.2019 вт.ч.ПДВ20% 1167874,28","7007245,71",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-05,158,"ТОВ ""Міжнародна комерційна телерадіокомпанія"" (ICTV)","м. Київ, вул. Паньківська, буд. 11",14323764,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №229 від 05.07.2019 у т.ч.ПДВ 20%354072,00",2124432,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-05,159,"ТОВ ""Телеканал ""СТБ""","м. Київ, вул. Івана Шевцова, буд. 1",20044726,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №442 від 04.07.2019 у т.ч.ПДВ 20% 338286,00",2029716,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1120,2019-07-05,166,"ТОВ ""Телерадіокомпанія ""Вікка""","Черкаська обл., м. Черкаси, вул. ЮРІЯ ІЛЛЄНКА, буд. 27",21385292,"+;1120;Оплата за виготовлення видеозаписів зг. рах.№689 від 02.07.2019 в т.ч.ДВ20%-1233,33",7400,юридична особа,виготовлення відеозаписів
Радикальна партія Олега Ляшка,221,1211,2019-07-05,167,"ТОВ ""Телерадіокомпанія ""Вікка""","Черкаська обл., м. Черкаси, вул. ЮРІЯ ІЛЛЄНКА, буд. 27",21385292,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №690 від 02.07.2019 в т.ч ПДВ20%-2400,00",14400,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-05,168,"ДП ТРК ""АВЕРС""","м. Луцьк, вул. Електроапаратна, буд. 3",21755180,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №118 від 04.07.2019 в т.ч.ПДВ20%-13680,00",82080,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-05,169,"ДП ТРК ""АВЕРС""","м. Луцьк, вул. Електроапаратна, буд. 3",21755180,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №112 від 03.07.2019 в т.ч.ПДВ20%-6156,00",36936,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1120,2019-07-05,170,"ДП ТРК ""АВЕРС""","м. Луцьк, вул. Електроапаратна, буд. 3",21755180,"+;1120;Оплата за вигоровлення відеозаписів згідно з рахунком №113 від 03.07.2019 у т.ч.ПДВ 20%2592,00",15552,юридична особа,виготовлення відеозаписів
Радикальна партія Олега Ляшка,221,1120,2019-07-05,171,"ДП ТРК ""АВЕРС""","м. Луцьк, вул. Електроапаратна, буд. 3",21755180,"+;1120;Оплата за вигоровлення відеозаписів згідно з рахунком №120 від 04.07.2019 у т.ч.ПДВ 20%22683,00",13608,юридична особа,виготовлення відеозаписів
Радикальна партія Олега Ляшка,221,1110,2019-07-05,178,"ТОВ ""Український газетний синдикат""","Київська обл., м. Бровари, вул. Сергія Москаленка, буд. 16Б",39699378,"+;1110; виготовлення друкованих матеріалів передвиборної агітації зг. рахунка №433 від 05.07.2019р.в т.ч.ПДВ20%1533,32","9199,92",юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Радикальна партія Олега Ляшка,221,1211,2019-07-05,203,"ТОВ ""Телерадіокомпанія ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №600 від 04.07.2019 вт.ч.ПДВ20%467149,72","2802898,29",юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1220,2019-07-08,160,"ТОВ ""Редакція газети ""Новий день""","Херсонська обл., м. Херсон, МИКОЛАЇВСЬКЕ ШОСЕ 5 КМ",14122988,"+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №377 від 03.07.2019 в т.ч.ПДВ 20-1920,00",11520,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,161,"ПП ""Компроміс-медіа""","Херсонська обл., м. Херсон, вул. УНІВЕРСИТЕТСЬКА, буд. 31",24951639,"+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з з рахунком №К1632 від 01.07.2019 в т.ч.ПДВ20%3600,00",21600,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,162,"ПП МЕДІА-ЦЕНТР ""ТРУДОВА СЛАВА""","Херсонська обл., Новотроїцький р-н, смт Новотроїцьке, вул. СОБОРНА, буд. 96",02475457,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з з рахунком №83 від 01.07.2019 без ПДВ,4100,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,163,"ТОВ ""Чернівецький промінь""","Херсонська обл., Нижньосірогозький р-н, с. м. типу Нижні Сірогози, вул. САДОВА, буд. 5",25645366,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з з рахунком №107 від01.07.2019 без ПДВ,6000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,164,"ПП ІА ""СЛАВА ПРАЦІ""","Херсонська обл., Каланчацький р-н, смт Каланчак, вул. ХЕРСОНСЬКА, буд. 20А",25900839,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з з рахунком №168 від01.07.2019 без ПДВ,2400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,165,"ПП Інформагенство""Голос Таврії""","Херсонська обл., Чаплинський р-н, смт Чаплинка, вул. ГРУШЕВСЬКОГО, буд. 16, А",02475411,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з з рахунком №256 від 03.07.2019 без ПДВ,3000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,172,"ТОВ РГ""Придніпровська зірка""","Херсонська обл., Білозерський р-н, смт Білозерка, вул. СВОБОДИ, буд. 108",02475523,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з з рахунком №195 від 01.07.2019 без ПДВ,2000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,173,"ТОВ РРГ""Маяк""","Херсонська обл., Бериславський р-н, м. Берислав, вул. ЦЕНТРАЛЬНА, буд. 224",02475517,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з з рахунком №197 від 01.07.2019 без пдв,4800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,174,"ТОВ РГ""ВІСНИК ПРИАЗОВ'Я""","Херсонська обл., Генічеський р-н, м. Генічеськ, просп. МИРУ, буд. 35",39665511,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з з рахунком №108 від 02.07.2019 без пдв,2900,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,175,Дмитренко Т.І.,"Херсонська обл., Великолепетиський р-н, смт Велика Лепетиха, вул. КУЙБИШЕВА, буд. 23, кв. 4",,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з з рахунком №108 від 04.07.2019 без пдв,4100,ФОП,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,176,"ТОВ ""РГ""Жайвір""","Херсонська обл., Великоолександрівський р-н, смт Велика Олександрівка, вул. СВОБОДИ, буд. 140",02475569,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з з рахунком №121 від 04.07.2019 без пдв,1600,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,177,Мошенський Олександр Олегович,"Херсонська обл., м. Каховка, вул. ЖОВТНЕВА, буд. 6, кв. 81",,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з з рахунком №88 від 03.07.2019 без ПДВ,3200,ФОП,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,183,"ТОВ ""Редакція газети ""Гуцульський край""","Івано-Франківська обл., Косівський р-н, м. Косів, вул. НЕЗАЛЕЖНОСТІ, буд. 34",02472909,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №187 від 04.07.2019 без ПДВ,2800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,184,"ТОВ ""РГ ""НОВИНИ ПІДГІР'Я""","Івано-Франківська обл., Рожнятівський р-н, смт Рожнятів, ПЛОЩА ЄДНОСТІ, буд. 15",02472973,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №105 від 04.07.2019 без пдв,2400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,185,"ТОВ ""Спортивний клуб""ЮВА-СПОРТ""","Херсонська обл., Нововоронцовський р-н, смт Нововоронцовка, вул. ГОРЬКОГО, буд. 3",39287585,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з з рахунком №217 від 02.07.2019 без ПДВ,4000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,186,"ТОВ ""РВК ""ЗЛАГОДА""","Івано-Франківська обл., Тлумацький р-н, м. Тлумач, вул. Кармелюка, буд. 10",02472950,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №172 від 04.07.2019 без ПДВ,3600,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,187,"ТОВ ""Колос-медіа""","Вінницька обл., Погребищенський р-н, м. Погребище, вул. Б. ХМЕЛЬНИЦЬКОГО, буд. 110",02471488,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №142 від01.07.2019 без пдв,3620,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-08,188,"ТОВ ""Медіа-центр ""Сільські новини""","Херсонська обл., Горностаївський р-н, смт Горностаївка, вул. УКРАЇНСЬКА, буд. 30",02475581,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з з рахунком №119 від02.07.2019 без пдв,3600,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
