Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-02,186,"ТОВ ""Телекомпанія ""Приват ТБ Дніпро""","м. Дніпро, вул. Набережна Перемоги, буд. 50",23376587,"+;1211;оплата ефірного часу на телебаченні (9) згідно з рахунком №39 від 27.06.19, у т.ч. ПДВ 20% = 4 320,00 грн.,",25920,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-02,187,"ТОВ ""Телерадіокомпанія ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №558 від 26.06.19, у т.ч. ПДВ 20% = 103 178,00 грн.,",619068,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-02,188,"ТОВ ""МКТРК"" (ICTV)","м. Київ, вул. Паньківська, буд. 11",14323764,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №207 від 27.06.19, у т.ч. ПДВ 20% = 34 846,00 грн.,",209076,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-02,189,"ТОВ ""Телеканал ""СТБ""","м. Київ, вул. Івана Шевцова, буд. 1",20044726,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №420 від 26.06.19, у т.ч. ПДВ 20% = 30 380,00 грн.,",182280,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-02,190,"ТОВ ""ТРК ""СТУДІЯ 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №560 від 27.06.19, у т.ч. ПДВ 20% = 180 000,00 грн.,",1080000,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-02,191,"ТОВ ""Рєал істейт-ТВ""","м. Київ, вул. ФРУНЗЕ, буд. 23",35405350,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №71 від 27.06.19, у т.ч. ПДВ 20% = 28 770,00 грн.,",172620,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-02,192,"ТОВ ""Гравіс-кіно""","м. Київ, вул. ФРУНЗЕ, буд. 23",36257228,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №333 від 27.06.19, у т.ч. ПДВ 20% = 28 770,00 грн.,",172620,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1350,2019-07-02,193,"ТОВ ""Медіа партнерство ""Баінг""","м. Київ, вул. ГЕРОЇВ КОСМОСА, буд. 4",38990495,"+;1350;розміщення друк. агіт. мат. чи пол. рекл. на носіях зовнішньої реклами згідно з рах.№ 1723 від 24.06.19, у т.ч. ПДВ 20% = 188 199,30 грн.,","1129195,8",юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
ОПОЗИЦІЙНИЙ БЛОК,220,1350,2019-07-02,194,Троян О. В.,"м. Одеса, вул. ПЕДАГОГІЧНА, буд. 16А, кв. 4",,"+;1350;розміщення друк. агіт. мат. чи пол. рекл. на носіях зовнішньої реклами згідно з р-ф.№ Т-00000005 від 21.06.19, без ПДВ,",112000,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
ОПОЗИЦІЙНИЙ БЛОК,220,1350,2019-07-02,195,Троян О. В.,"м. Одеса, вул. ПЕДАГОГІЧНА, буд. 16А, кв. 4",,"+;1350;розміщення друк. агіт. мат. чи пол. рекл. на носіях зовнішньої реклами згідно з р-ф.№ Т-00000007 від 25.06.19, без ПДВ,",402615,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
ОПОЗИЦІЙНИЙ БЛОК,220,1350,2019-07-02,196,Троян О. В.,"м. Одеса, вул. ПЕДАГОГІЧНА, буд. 16А, кв. 4",,"+;1350;розміщення друк. агіт. мат. чи пол. рекл. на носіях зовнішньої реклами згідно з р-ф.№ Т-00000011 від 01.07.19, без ПДВ,",461225,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
ОПОЗИЦІЙНИЙ БЛОК,220,1350,2019-07-02,197,Порунова Дарʼя Сергіївна,"м. Харків, вул. Валентинівська, буд. 13, кв. 147",,"+;1350;розміщення друк. агіт. мат. чи пол. рекл. на носіях зовнішньої реклами згідно з рах.№ПОр0000025 від 27.06.19, у т.ч. ПДВ 20% = 40 886,00 грн.,",245316,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
ОПОЗИЦІЙНИЙ БЛОК,220,1350,2019-07-02,198,"ПП ""САС""","м. Харків, вул. ДАНИЛЕВСЬКОГО, буд. 6, кв. 45",31343008,"+;1350;розміщення друк. агіт. мат. чи пол. рекл. на носіях зовнішньої реклами згідно з рах.№ 618 від 01.07.19, у т.ч. ПДВ 20% = 49 265,00 грн.,",295590,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
ОПОЗИЦІЙНИЙ БЛОК,220,1350,2019-07-02,199,"ТОВ ""РТМ-Україна""","м. Київ, вул. Кошового Олега, буд. 2Б",31282375,"+;1350;розміщення друк. агіт. мат. чи пол. рекл. на носіях зовнішньої реклами згідно з р-ф.№РТ-0002594 від 26.06.19, у т.ч. ПДВ 20% = 235 420,00 грн.,",1412520,юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
ОПОЗИЦІЙНИЙ БЛОК,220,1140,2019-07-02,200,"ТОВ ""РТМ-Україна""","м. Київ, вул. Кошового Олега, буд. 2Б",31282375,"+;1140;виготовлення інших матеріалів передвиборчої агітації згідно з р-ф.№РТ-0002595 від 26.06.19, у т.ч. ПДВ 20% = 124 163,90 грн.,","744983,4",юридична особа,виготовлення інших матеріалів передвиборної агітації
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-02,201,"ТОВ ""Самарь медіа""","Дніпропетровська обл., м. Новомосковськ, вул. СУЧКОВА, буд. 36",40452161,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №56 від 02.07.19, у т.ч. ПДВ 20% = 381,50 грн.,",2289,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-02,202,"ТОВ ""ТРК ""САТ-плюс""","Донецька обл., м. Словʼянськ, вул. Свободи, буд. 5",31477505,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №33 від 02.07.19, у т.ч. ПДВ 20% = 908,33 грн.,",5450,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-02,203,"КП ""ДМСТ""","м. Дніпро, просп. ДМИТРА ЯВОРНИЦЬКОГО, буд. 75",19149153,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №35 від 02.07.19, у т.ч. ПДВ 20% = 817,50 грн.,",4905,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-02,204,"ДП ""Телерадіокомпанія ""Стерх""","м. Дніпро, вул. Писаржевського, буд. 1А",24434223,"+;1211;оплата ефірного часу на телебаченні згідно з р-ф №СФ-07/06 від 02.07.19, у т.ч. ПДВ 20% = 1 907,50 грн.,",11445,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-02,205,"ТОВ ""Телекомпанія ""Орбіта""","Донецька обл., м. Покровськ, ПЛОЩА ШИБАНКОВА, буд. 1",22025804,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №ПР000000411 від 02.07.19, у т.ч. ПДВ 20% = 173,31 грн.,","1039,8",юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-02,206,"ТОВ ""Перш.міськ.телеканал. Кривий Ріг""","Дніпропетровська обл., м. Кривий Ріг, просп. МИРУ, буд. 44 А",39865405,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №87 від 02.07.19, у т.ч. ПДВ 20% = 1 013,70 грн.,","6082,2",юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-02,207,"КП ""ТРК ""Рудана"" КМР","Дніпропетровська обл., м. Кривий Ріг, просп. ГАГАРІНА, буд. 68",19438354,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №179 від 02.07.19, у т.ч. ПДВ 20% = 1 201,50 грн.,",7209,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-02,208,"ТОВ ""ЗНТРК ""ТВ-5""","м. Запоріжжя, вул. Південне шосе, буд. 72",13630346,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №0246 від 02.07.19, у т.ч. ПДВ 20% = 3 451,67 грн.,",20710,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-02,209,"ТОВ ТРК ""ІРТ""","м. Дніпро, вул. Європейська, буд. 15",32694293,"+;1211;оплата ефірного часу на телебаченні згідно з р-Ф №6206\1 від 02.07.19, у т.ч. ПДВ 20% = 1 470,00 грн,",8820,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,210,"ТОВ ""ТРК ""СТУДІЯ 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №560 від 27.06.19, у т.ч. ПДВ 20% = 72 000,00 грн.,",432000,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,211,"ТОВ ""Рєал істейт-ТВ""","м. Київ, вул. ФРУНЗЕ, буд. 23",35405350,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №71 від 27.06.19, у т.ч. ПДВ 20% = 14 680,00 грн.,",88080,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,212,"ТОВ ""Гравіс-кіно""","м. Київ, вул. ФРУНЗЕ, буд. 23",36257228,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №333 від 27.06.19, у т.ч. ПДВ 20% = 14 680,00 грн.,",88080,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,213,"ТОВ ""Телеканал ""СТБ""","м. Київ, вул. Івана Шевцова, буд. 1",20044726,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №420 від 26.06.19, у т.ч. ПДВ 20% = 29 484,00 грн.,",176904,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,214,"ТОВ ""Телерадіокомпанія ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №558 від 26.06.19, у т.ч. ПДВ 20% = 114 474,00 грн.,",686844,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,216,"ТОВ ""МКТРК"" (ICTV)","м. Київ, вул. Паньківська, буд. 11",14323764,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №207 від 27.06.19, у т.ч. ПДВ 20% = 34 304,00 грн.,",205824,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1140,2019-07-03,217,"ТОВ ""Ред-груп""","м. Київ, вул. САКСАГАНСЬКОГО, буд. 43, оф. 4",37493009,"+;1140;виготовлення інших матеріалів передвиборчої агітації (кепка) згідно з рах. №67 від 26.06.19, у т.ч. ПДВ 20% = 3 480,00 грн.,",20880,юридична особа,виготовлення інших матеріалів передвиборної агітації
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,218,"ТОВ ""ТРО ""Маріупольське телебачення""","Донецька обл., м. Маріуполь, просп. Нахімова, буд. 116А",22036458,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №227 від 03.07.19, у т.ч. ПДВ 20% = 14 400,00 грн.,",86400,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,219,"КП ""Павлоградська телерадіокомпанія"" Павлоградської міської ради","Дніпропетровська обл., м. Павлоград, вул. Соборна, буд. 95",20255831,"+;1211;оплата ефірного часу на телебаченні згідно з р-ф. №56 від 03.07.19, у т.ч. ПДВ 20% = 9 000,00 грн.,",54000,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,220,"ТОВ ""ЗНТРК ""ТВ-5""","м. Запоріжжя, вул. Південне шосе, буд. 72",13630346,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №0247 від 03.07.19, у т.ч. ПДВ 20% = 28 500,00 грн.,",171000,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1120,2019-07-03,221,"КП ""МТМ""","м. Запоріжжя, вул. Приходська, буд. 60",24905384,"+;1120;виготовлення відеозаписів згідно з р-ф №СФ-0000120 від 03.07.19, у т.ч. ПДВ 20% = 1 666,67 грн.,",10000,юридична особа,виготовлення відеозаписів
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,222,"КП ""МТМ""","м. Запоріжжя, вул. Приходська, буд. 60",24905384,"+;1211;оплата ефірного часу на телебаченні згідно з р-ф №СФ-0000119 від 03.07.19, у т.ч. ПДВ 20% = 9 000,00 грн.,",54000,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1220,2019-07-03,223,"ТДВ ""РГ ""Индустриальное Запорожье""","м. Запоріжжя, просп. Соборний, буд. 152",13614672,"+;1220; оплата друкованих площ у друкованих засобах масової інформації згідно з рах. № 166 від 03.07.19 , у т.ч. ПДВ 20% = 12 385,09 грн.,","74310,56",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,224,"ТОВ ""Телекомпанія ""Орбіта""","Донецька обл., м. Покровськ, ПЛОЩА ШИБАНКОВА, буд. 1",22025804,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №ПР000000420 від 03.07.19, у т.ч. ПДВ 20% = 65,19 грн.,",391,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,225,"ТОВ ""Перш.міськ.телеканал. Кривий Ріг""","Дніпропетровська обл., м. Кривий Ріг, просп. МИРУ, буд. 44 А",39865405,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №92 від 03.07.19, у т.ч. ПДВ 20% = 381,30 грн.,","2287,8",юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,226,"ДП ""Телерадіокомпанія ""Стерх""","м. Дніпро, вул. Писаржевського, буд. 1А",24434223,"+;1211;оплата ефірного часу на телебаченні згідно з р-ф №СФ-07/11 від 03.07.19, у т.ч. ПДВ 20% = 717,50 грн.,",4305,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,227,"ТОВ ТРК ""ІРТ""","м. Дніпро, вул. Європейська, буд. 15",32694293,"+;1211;оплата ефірного часу на телебаченні згідно з р-Ф №6206\5 від 03.07.19, у т.ч. ПДВ 20% = 297,50 грн.,",1785,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,228,"ТОВ ТРК ""Нова""","м. Дніпро, вул. Європейська, буд. 15",33275066,"+;1211;оплата ефірного часу на телебаченні згідно з р-ф №6207\6 від 03.07.19, без ПДВ,",3825,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,229,"КП ""ДМСТ""","м. Дніпро, просп. ДМИТРА ЯВОРНИЦЬКОГО, буд. 75",19149153,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №37 від 03.07.19, у т.ч. ПДВ 20% = 300,00 грн.,",1800,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,230,"ТОВ ""Самарь медіа""","Дніпропетровська обл., м. Новомосковськ, вул. СУЧКОВА, буд. 36",40452161,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №57 від 03.07.19, у т.ч. ПДВ 20% = 143,50 грн.,",861,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-03,231,"КП ""ТРК ""Рудана"" КМР","Дніпропетровська обл., м. Кривий Ріг, просп. ГАГАРІНА, буд. 68",19438354,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №182 від 03.07.19, у т.ч. ПДВ 20% = 400,50 грн.,",2403,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1350,2019-07-03,232,"ТОВ ""Медіа партнерство ""Баінг""","м. Київ, вул. ГЕРОЇВ КОСМОСА, буд. 4",38990495,"+;1350;розміщення друк. агіт. мат. чи пол. рекл. на носіях зовнішньої реклами згідно з рах.№ 1723 від 24.06.19, у т.ч. ПДВ 20% = 188 199,30 грн.,","1129195,8",юридична особа,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
ОПОЗИЦІЙНИЙ БЛОК,220,1340,2019-07-03,233,"ТОВ ""Золота гірка""","Закарпатська обл., Ужгородський р-н, село Барвінок, вул. Е. ЕГАНА, буд. 50",30913209,"+;1340;оренда буд. і приміщ. усіх форм власн. для провед.зборів громад. та ін. зустріч. з виборц. згідно з рах. №242 від 02.07.19, у т.ч. ПДВ 20% = 666,67 грн.,",4000,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
ОПОЗИЦІЙНИЙ БЛОК,220,1340,2019-07-03,234,Відділ культури Кураховської м/ради,"Донецька обл., Марʼїнський р-н, м. Курахове, просп. МИРУ, буд. 4",04053298,"+;1340;оренда буд. і приміщ. усіх форм власн. для провед.зборів громад. та ін. зустріч. з виборц. зг. з рах. №1283 від 02.07.19, без ПДВ,",670,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
ОПОЗИЦІЙНИЙ БЛОК,220,1400,2019-07-03,235,Відділ культури Кураховської м/ради,"Донецька обл., Марʼїнський р-н, м. Курахове, просп. МИРУ, буд. 4",04053298,"+;1400;інші витрати на передвиборчу агітацію (ком.платежі) з-но з рах. №1285 від 02.07.19, без ПДВ,",29,юридична особа,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
ОПОЗИЦІЙНИЙ БЛОК,220,1400,2019-07-03,236,Відділ культури Кураховської м/ради,"Донецька обл., Марʼїнський р-н, м. Курахове, просп. МИРУ, буд. 4",04053298,"+;1400;інші витрати на передвиборчу агітацію (ком.платежі) з-но з рах. №1284 від 02.07.19, без ПДВ,",110,юридична особа,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-04,237,"ТОВ ""ТРК ""СТУДІЯ 1+1""","м. Київ, вул. Кирилівська, буд. 23",23729809,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №560 від 27.06.19, у т.ч. ПДВ 20% = 261 000,00 грн.,",1566000,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-04,238,"ТОВ ""Рєал істейт-ТВ""","м. Київ, вул. ФРУНЗЕ, буд. 23",35405350,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №71 від 27.06.19, у т.ч. ПДВ 20% = 42 450,00 грн.,",254700,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-04,239,"ТОВ ""Гравіс-кіно""","м. Київ, вул. ФРУНЗЕ, буд. 23",36257228,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №333 від 27.06.19, у т.ч. ПДВ 20% = 42 450,00 грн.,",254700,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-04,240,"ТОВ ""Телеканал ""СТБ""","м. Київ, вул. Івана Шевцова, буд. 1",20044726,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №420 від 26.06.19, у т.ч. ПДВ 20% = 103 062,00 грн.,",618372,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-04,241,"ТОВ ""Телерадіокомпанія ""Україна""","Донецька обл., м. Маріуполь, вул. Харлампіївська, буд. 17/25",05744121,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №558 від 26.06.19, у т.ч. ПДВ 20% = 280 666,00 грн.,",1683996,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-04,242,"ТОВ ""МКТРК"" (ICTV)","м. Київ, вул. Паньківська, буд. 11",14323764,"+;1211;оплата ефірного часу на телебаченні згідно з рахунком №207 від 27.06.19, у т.ч. ПДВ 20% = 94 042,00 грн.,",564252,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-04,243,"ТОВ ""Телерадіокомпанія ""Радіо-артіль""","м. Харків, МАЙДАН ПОВСТАННЯ, буд. 7/8, оф. 26",31644300,"+;1212;оплата ефірного часу на радіо згідно з рахунком №27 від 03.07.19, у т.ч. ПДВ 20% = 408,00 грн.,",2448,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-04,244,"ТОВ ""Мюзікрадіо""","м. Київ, вул. ПАВЛІВСЬКА, буд. 29, кімната 22",30525175,"+;1212;оплата ефірного часу на радіо згідно з р-ф. №СФ-0000248 від 03.07.19, у т.ч. ПДВ 20% = 5 712,00 грн.,",34272,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-04,245,"ПП ""Студія ""ВТВ""","м. Київ, вул. Сімʼї Хохлових, буд. 15, кімн. 3",23060559,"+;1212;оплата ефірного часу на радіо згідно з р-ф №СФ-0000018 від 03.07.19, без ПДВ,",2040,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-04,246,"ТОВ ""ТРК ОНІКС""","м. Київ, вул. ПАВЛІВСЬКА, буд. 29, кімната 35",18004961,"+;1212;оплата ефірного часу на радіо згідно з рахунком №124 від 03.07.19, у т.ч. ПДВ 20% = 2 448,00 грн.,",14688,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-04,247,"ТОВ ""Радіо ""Всесвіт""","м. Суми, пл. Привокзальна, буд. 9",23295475,"+;1212;оплата ефірного часу на радіо згідно з рахунком №43 від 01.07.19 , у т.ч. ПДВ 20% = 335,00 грн.,",2010,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-04,248,"ТОВ ""Радіо ""Тернопіль""","м. Київ, вул. СІМʼЇ ХОХЛОВИХ, буд. 15, корпус А', оф. 127",22604052,"+;1212;оплата ефірного часу на радіо згідно з р-ф №СФ-0000071 від 01.07.19 , у т.ч. ПДВ 20% = 402,00 грн.,",2412,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-04,249,"ТОВ ""Телерадіокомпанія ""Радіо ""Кохання""","м. Київ, вул. Павлівська, буд. 29, кімн. 23",31451403,"+;1212;оплата ефірного часу на радіо згідно з р-ф №СФ-0000238 від 30.06.19 , у т.ч. ПДВ 20% = 4 824,00 грн.,",28944,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1211,2019-07-04,250,"ТОВ ""Телерадіокомпанія ""Імідж ТВ""","Миколаївська обл., м. Вознесенськ, вул. Тимірязєва, буд. 175",20907141,"+;1212;оплата ефірного часу на радіо згідно з р-ф №69 від 03.07.19 , без ПДВ,",1920,юридична особа,оплата ефірного часу на телебаченні
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-04,251,"ТОВ ""ТРК ""Медіа маркет""","м. Київ, вул. Павлівська, буд. 29, кімн. 23",31306998,"+;1212;оплата ефірного часу на радіо згідно з р-ф №СФ-0000394 від 02.07.19 , у т.ч. ПДВ 20% = 15 360,00 грн.,",92160,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-04,252,"ТОВ ""Телерадіоорганізація ""Русское радио-Україна""","м. Київ, вул. ПАВЛІВСЬКА, буд. 29, кімната 32",31407092,"+;1212;оплата ефірного часу на радіо згідно з р-ф №СФ-0000436 від 02.07.19 , у т.ч. ПДВ 20% = 14 652,00 грн.,",87912,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-04,253,"ТОВ ""Бойчук-студія""","м. Івано-Франківськ, вул. Галицька, буд. 67, оф. 503",22188659,"+;1212;оплата ефірного часу на радіо згідно з рахунком №53 від 02.07.19 , у т.ч. ПДВ 20% = 330,00 грн.,",1980,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-04,254,"ДП ""Телерадіокомпанія ""Регіон плюс""","Донецька обл., м. Краматорськ, вул. Леніна, буд. 58",24811482,"+;1212;оплата ефірного часу на радіо згідно з р-ф №СФ-0000034 від 03.07.19 , без ПДВ,",1980,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-04,255,"ПП ""Фірма ""Волинь""","м. Київ, вул. Пухівська, буд. 1А",19138008,"+;1212;оплата ефірного часу на радіо згідно з рахунком №43 від 02.07.19, у т.ч. ПДВ 20% = 181,50 грн.,",1089,юридична особа,оплата ефірного часу на радіо
ОПОЗИЦІЙНИЙ БЛОК,220,1212,2019-07-04,256,"ДП ""Радіостанція ""Зоря""","м. Київ, вул. Кирилівська, буд. 104А",25484192,"+;1212;оплата ефірного часу на радіо згідно з рахунком №31 від 02.07.19, у т.ч. ПДВ 20% = 330,00 грн.,",1980,юридична особа,оплата ефірного часу на радіо
